active,track,name,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,carLength,minCars,maxCars,carsPerCarSet,trainWidth,maxStationLength,carCost,trainOperationalCostPerHour,carOperationalCostPerHour,color,,,,,,,,,id,class,typeName,canCrossRoads,maxSpeedLocalStation,baseTrackCost,baseStationCost,scissorsCrossoverCost,Electrification,Voltage,Track Gauge,Loading Gauge,train CostPerHour,car CostPerHour,desc,,,
TRUE,DBAG 483 (BER),Berlin S-Bahn,The DB Class 483 is an EMU built by Stadler and Siemens for the Berlin S-Bahn that entered service in 2021.,27.8,1.00,1.30,145,18.40,2,8,2,3.14,160,2000000,600,60,#008D4F,290,1160,DE,BER,"Stadler,Siemens",Standard Commuter,Commuter,Central Europe,de-2,Standard Commuter,Berlin S-Bahn,TRUE,15,45000,75000000,14000000,tr-under,Modern DC,Standard,UIC / ERA Standard,600,60,The Berlin S-Bahn is a suburban rail system in Germany.,standard-commuter-tr-under,The Berlin S-Bahn is a suburban rail system in Germany. The DB Class 483 is an EMU built by Stadler and Siemens for the Berlin S-Bahn that entered service in 2021.,149.7
TRUE,DBAG 481 (BER),Berlin S-Bahn,"The DB Class 481 is an EMU built by AEG, ADtranz, and DWA for the Berlin S-Bahn that entered service in 1996.",27.8,1.00,1.30,147,18.40,2,8,2,3.14,160,2000000,600,60,#00B563,294,1176,DE,BER,ADtranz,Standard Commuter,Commuter,Central Europe,de-2,Standard Commuter,Berlin S-Bahn,TRUE,15,45000,75000000,14000000,tr-under,Modern DC,Standard,UIC / ERA Standard,600,60,The Berlin S-Bahn is a suburban rail system in Germany.,standard-commuter-tr-under,"The Berlin S-Bahn is a suburban rail system in Germany. The DB Class 481 is an EMU built by AEG, ADtranz, and DWA for the Berlin S-Bahn that entered service in 1996.",149.7
TRUE,HK Series (BER),Berlin U-Bahn Small,The Series HK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier from 2005-2006.,16.7,1.00,1.20,82,12.90,4,8,4,2.30,110,2500000,500,50,#DA421E,328,656,DE,BER,ADtranz,Small Heavy Metro,Heavy Metro,Central Europe,de-3,Small Heavy Metro,Berlin U-Bahn Small,FALSE,13,40000,70000000,15000000,tr-over,Modern DC,Standard,Berlin 2.3m,500,50,"The Berlin U-Bahn is a heavy subway with two different types of loading gauge, this one is the extremely narrow 2.3m one.",small-heavy-metro-tr-over,"The Berlin U-Bahn is a heavy subway with two different types of loading gauge, this one is the extremely narrow 2.3m one. The Series HK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier from 2005-2006.",105.68
TRUE,IK Series (BER),"Berlin U-Bahn Small, 750V DC U-Bahn","The Series IK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler based off their Tango family. Using bridges, some variants can operate on large profile routes. They entered service in 2015.",19.4,1.00,1.20,83,12.91,4,8,4,2.40,110,2500000,500,50,#7E5330,332,664,DE,BER,Stadler,Small Heavy Metro,Heavy Metro,Central Europe,de-3,Small Heavy Metro,Berlin U-Bahn Small,FALSE,13,40000,70000000,15000000,tr-over,Modern DC,Standard,Berlin 2.3m,500,50,"The Berlin U-Bahn is a heavy subway with two different types of loading gauge, this one is the extremely narrow 2.3m one.",small-heavy-metro-tr-over,"The Berlin U-Bahn is a heavy subway with two different types of loading gauge, this one is the extremely narrow 2.3m one. The Series IK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler based off their Tango family. Using bridges, some variants can operate on large profile routes. They entered service in 2015.",105.78
TRUE,JK Series (BER),Berlin U-Bahn Small,The Series JK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.,19.4,1.00,1.20,77,12.91,4,8,2,2.40,110,2500000,500,50,#7DAD4C,308,616,DE,BER,Stadler,Small Heavy Metro,Heavy Metro,Central Europe,de-3,Small Heavy Metro,Berlin U-Bahn Small,FALSE,13,40000,70000000,15000000,tr-over,Modern DC,Standard,Berlin 2.3m,500,50,"The Berlin U-Bahn is a heavy subway with two different types of loading gauge, this one is the extremely narrow 2.3m one.",small-heavy-metro-tr-over,"The Berlin U-Bahn is a heavy subway with two different types of loading gauge, this one is the extremely narrow 2.3m one. The Series JK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.",105.78
TRUE,F Series (BER),750V DC U-Bahn,The Series F is a large-profile series of EMU used by the Berlin U-Bahn manufacturered by a variety of German corporations from 1973 to 1994. This is based on the later F84-92 models. Their acceleration is very high.,20.0,1.50,1.20,122,16.05,2,8,2,2.65,150,2500000,500,50,#224F86,244,976,DE,BER,"ABB,ADtranz,AEG,Orenstein & Koppel,Siemens,Waggon Union",Standard Heavy Metro,Heavy Metro,Central Europe,de-1,Standard Heavy Metro,750V DC U-Bahn,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,Metro Standard,500,50,This is a standard subway system for Germany (and Copenhagen).,standard-heavy-metro-tr-under,This is a standard subway system for Germany (and Copenhagen). The Series F is a large-profile series of EMU used by the Berlin U-Bahn manufacturered by a variety of German corporations from 1973 to 1994. This is based on the later F84-92 models. Their acceleration is very high.,130.9
TRUE,H Series (BER),750V DC U-Bahn,The Series H is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier and ABB Henschel. They entered service in 1995.,19.4,1.00,1.20,125,16.46,6,6,6,2.65,150,2500000,500,50,#8C6DAB,750,750,DE,BER,"ADtranz,ABB",Standard Heavy Metro,Heavy Metro,Central Europe,de-1,Standard Heavy Metro,750V DC U-Bahn,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,Metro Standard,500,50,This is a standard subway system for Germany (and Copenhagen).,standard-heavy-metro-tr-under,This is a standard subway system for Germany (and Copenhagen). The Series H is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier and ABB Henschel. They entered service in 1995.,101.24
TRUE,J Series (BER),750V DC U-Bahn,The Series J is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.,19.4,1.00,1.20,108,16.05,2,8,2,2.65,150,2500000,500,50,#009BD5,216,864,DE,BER,Stadler,Standard Heavy Metro,Heavy Metro,Central Europe,de-1,Standard Heavy Metro,750V DC U-Bahn,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,Metro Standard,500,50,This is a standard subway system for Germany (and Copenhagen).,standard-heavy-metro-tr-under,This is a standard subway system for Germany (and Copenhagen). The Series J is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.,130.9
TRUE,GTxN/M/S,Berlin Tram,The GTxN/M/S is a series of ADTranz/Bombardier low-floor trams that was first built in 1989 and is in use across germany. The N/M/S refers to the gauge. Capacity is artificially higher due to game processing requirements.,19.4,1.00,1.00,67,8.93,3,6,3,2.30,60,2500000,200,20,#C98836,201,402,DE,BER,ADtranz,Standard LRT,LRT,Central Europe,de-4,Standard LRT,Berlin Tram,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Berlin 2.3m,200,20,Berlin Trams are very narrow at just 2.3 m and 750V.,standard-lrt-catenary,Berlin Trams are very narrow at just 2.3 m and 750V. The GTxN/M/S is a series of ADTranz/Bombardier low-floor trams that was first built in 1989 and is in use across germany. The N/M/S refers to the gauge. Capacity is artificially higher due to game processing requirements.,56.1
TRUE,Flexity Berlin S,Berlin Tram,The Flexity Berlin is an articulated low-floor LRV produced by Bombardier/Alstom as a derivative of their Flexity family. It entered service in 2009. This is the shorter 5 segment version. Capacity is artificially higher due to game processing requirements.,19.4,0.73,0.73,40,6.16,5,5,5,2.40,60,2500000,200,20,#085696,200,200,DE,BER,Bombardier,Standard LRT,LRT,Central Europe,de-4,Standard LRT,Berlin Tram,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Berlin 2.3m,200,20,Berlin Trams are very narrow at just 2.3 m and 750V.,standard-lrt-catenary,Berlin Trams are very narrow at just 2.3 m and 750V. The Flexity Berlin is an articulated low-floor LRV produced by Bombardier/Alstom as a derivative of their Flexity family. It entered service in 2009. This is the shorter 5 segment version. Capacity is artificially higher due to game processing requirements.,33.3
TRUE,Flexity Berlin L,Berlin Tram,The Flexity Berlin is an articulated low-floor LRV produced by Bombardier/Alstom as a derivative of their Flexity family. It entered service in 2009. This is the longer 7 segment version.,19.4,0.65,0.65,34,5.71,7,7,7,2.40,60,2500000,200,20,#107C42,238,238,DE,BER,Bombardier,Standard LRT,LRT,Central Europe,de-4,Standard LRT,Berlin Tram,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Berlin 2.3m,200,20,Berlin Trams are very narrow at just 2.3 m and 750V.,standard-lrt-catenary,Berlin Trams are very narrow at just 2.3 m and 750V. The Flexity Berlin is an articulated low-floor LRV produced by Bombardier/Alstom as a derivative of their Flexity family. It entered service in 2009. This is the longer 7 segment version.,42.5
TRUE,Urbanliner Berlin,Berlin Tram,The Urbanliner Berlin is an articulated low-floor LRV produced by Alstom as a longer (9-car) sequel to the Flexity Berlin. It entered service in 2025.,19.4,0.65,0.65,34,5.56,9,9,9,2.40,60,2500000,200,20,#14988A,306,306,DE,BER,Alstom,Standard LRT,LRT,Central Europe,de-4,Standard LRT,Berlin Tram,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Berlin 2.3m,200,20,Berlin Trams are very narrow at just 2.3 m and 750V.,standard-lrt-catenary,Berlin Trams are very narrow at just 2.3 m and 750V. The Urbanliner Berlin is an articulated low-floor LRV produced by Alstom as a longer (9-car) sequel to the Flexity Berlin. It entered service in 2025.,52.5
TRUE,AnsaldoBreda-S,"Honolulu Skyline, 750V DC U-Bahn, Canada Line (VAN), Rome Metro C","The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Copenhagen, Brescia, and Milan since 2013.",25.0,1.30,1.30,102,13.00,3,4,1,2.65,60,2500000,350,35,#9E0817,306,408,DK,CPH,AnsaldoBreda,Automated Light Metro,Light Metro,Northern Europe,hi,Automated Light Metro,Honolulu Skyline,FALSE,6.7,36000,51000000,12000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,350,35,The Honolulu Skyline is an automated light metro system in Hawaii.,automated-light-metro-tr-under,"The Honolulu Skyline is an automated light metro system in Hawaii. The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Copenhagen, Brescia, and Milan since 2013.",54.5
TRUE,AnsaldoBreda-M,"Honolulu Skyline, 750V DC U-Bahn, Canada Line (VAN), Rome Metro C",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the New Taipei metro since 2020.,29.2,1.20,1.00,162,16.11,4,4,4,2.65,75,2500000,350,35,#0081A0,648,648,Generic,Generic,AnsaldoBreda,Automated Light Metro,Light Metro,Generic,hi,Automated Light Metro,Honolulu Skyline,FALSE,6.7,36000,51000000,12000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,350,35,The Honolulu Skyline is an automated light metro system in Hawaii.,automated-light-metro-tr-under,The Honolulu Skyline is an automated light metro system in Hawaii. The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the New Taipei metro since 2020.,66.93
TRUE,AnsaldoBreda-L4,"Honolulu Skyline, 750V DC U-Bahn, Canada Line (VAN), Rome Metro C",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the Honolulu Skyline since 2023.,29.2,1.30,1.30,200,19.55,4,4,4,3.05,85,2500000,350,35,#124573,800,800,US,HNL,AnsaldoBreda,Automated Light Metro,Light Metro,North America,hi,Automated Light Metro,Honolulu Skyline,FALSE,6.7,36000,51000000,12000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,350,35,The Honolulu Skyline is an automated light metro system in Hawaii.,automated-light-metro-tr-under,The Honolulu Skyline is an automated light metro system in Hawaii. The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the Honolulu Skyline since 2023.,80.7
TRUE,AnsaldoBreda-L6,"Rome Metro C, 750V DC U-Bahn, Canada Line (VAN), Honolulu Skyline",The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Rome's Metro since 2014.,25.0,1.30,1.30,200,18.23,6,6,6,2.85,120,2500000,450,45,#008751,1200,1200,IT,ROM,AnsaldoBreda,Automated Heavy Metro,Heavy Metro,Southern Europe,it-1,Automated Heavy Metro,Rome Metro C,FALSE,13,51000,76000000,16000000,catenary,High Voltage DC,Standard,Metro Wide,450,45,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Line C.,automated-heavy-metro-catenary,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Line C. The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Rome's Metro since 2014.,111.9
TRUE,Litra SA/SE (CPH),CPH S-Tog,The Litra SA/SE is an EMU produced by Alstom and Siemens for the Copenhagen S-Tog system which entered service in 1996.,33.3,1.30,1.20,87,10.47,4,16,4,3.52,180,2500000,600,60,#BD2D3D,348,1392,DK,CPH,"Alstom, Siemens",Standard Commuter,Commuter,Northern Europe,da-1,Standard Commuter,CPH S-Tog,TRUE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,Copenhagen S-Tog,600,60,The Copenhagen S-Tog is a suburban rail system in Denmark. The trains are very wide.,standard-commuter-catenary,The Copenhagen S-Tog is a suburban rail system in Denmark. The trains are very wide. The Litra SA/SE is an EMU produced by Alstom and Siemens for the Copenhagen S-Tog system which entered service in 1996.,170.06
TRUE,MF 19 (PAR),Paris Metro Steel - C,The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the standard version which comes in either 4 or 5 car sets. It entered service in 2025. Acceleration is a guesstimate.,19.4,0.95,1.10,105,15.20,4,5,1,2.40,80,2500000,500,50,#E3B32A,420,525,FR,PAR,Alstom,Standard Heavy Metro,Heavy Metro,Western Europe,fr-1b,Standard Heavy Metro,Paris Metro Steel - C,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Ultra-Narrow,500,50,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, only partially automated version.",standard-heavy-metro-tr-over,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, only partially automated version. The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the standard version which comes in either 4 or 5 car sets. It entered service in 2025. Acceleration is a guesstimate.",78.5
TRUE,MF 19 L (PAR),Paris Metro Steel - C,The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the slightly longer version which comes in 5 car sets. It will enter service in 2027. Acceleration is a guesstimate.,19.4,0.95,1.10,118,15.50,5,5,5,2.40,80,2500000,500,50,#F3A4BA,590,590,FR,PAR,Alstom,Standard Heavy Metro,Heavy Metro,Western Europe,fr-1b,Standard Heavy Metro,Paris Metro Steel - C,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Ultra-Narrow,500,50,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, only partially automated version.",standard-heavy-metro-tr-over,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, only partially automated version. The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the slightly longer version which comes in 5 car sets. It will enter service in 2027. Acceleration is a guesstimate.",80
TRUE,MF 19 L CA (PAR),Paris Metro Steel - A,The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the automated version which will be deployed in the 2030s once Line 13 is automated. Acceleration is a guesstimate.,19.4,0.95,1.10,118,15.50,5,5,5,2.40,80,2500000,450,45,#98D4E2,590,590,FR,PAR,Alstom,Automated Heavy Metro,Heavy Metro,Western Europe,fr-1a,Automated Heavy Metro,Paris Metro Steel - A,FALSE,13,51000,76000000,16000000,tr-over,Modern DC,Standard,Ultra-Narrow,450,45,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, fully automated version.",automated-heavy-metro-tr-over,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, fully automated version. The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the automated version which will be deployed in the 2030s once Line 13 is automated. Acceleration is a guesstimate.",80
TRUE,MF 01 (PAR),Paris Metro Steel - C,The MF 01 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family.  It entered service in 2008. ,19.4,0.95,1.10,111,15.00,5,5,5,2.40,80,2500000,500,50,#0064B0,555,555,FR,PAR,Alstom,Standard Heavy Metro,Heavy Metro,Western Europe,fr-1b,Standard Heavy Metro,Paris Metro Steel - C,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Ultra-Narrow,500,50,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, only partially automated version.",standard-heavy-metro-tr-over,"The Paris Metro's existing lines come in 4 different forms. This is the steel wheel, only partially automated version. The MF 01 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family.  It entered service in 2008. ",77.5
TRUE,MP 14 CC (PAR),Paris Metro Rubber- C,The MP 14 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2023. ,22.2,1.35,1.35,117,15.00,6,8,2,2.45,125,2500000,550,55,#6E491E,702,936,FR,PAR,Alstom,Rubber Heavy Metro,Heavy Metro,Western Europe,fr-2b,Rubber Heavy Metro,Paris Metro Rubber- C,FALSE,13,49000,74000000,14000000,four-rail,Modern DC,Standard,Ultra-Narrow,550,55,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, only partially automated version.",rubber-heavy-metro-four-rail,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, only partially automated version. The MP 14 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2023. ",122.5
TRUE,MP 14 CA (PAR),Paris Metro Rubber - A,The MP 14 CA is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2020. ,22.2,1.35,1.35,141,15.00,5,5,5,2.45,80,2500000,500,50,#662483,705,705,FR,PAR,Alstom,Automated Rubber Heavy Metro,Heavy Metro,Western Europe,fr-2a,Automated Rubber Heavy Metro,Paris Metro Rubber - A,FALSE,13,50000,75000000,15000000,four-rail,Modern DC,Standard,Ultra-Narrow,500,50,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, fully automated version.",automated-rubber-heavy-metro-four-rail,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, fully automated version. The MP 14 CA is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2020. ",77.5
TRUE,MP 05 (PAR),Paris Metro Rubber - A,The MP 05 is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2011. ,22.2,1.35,1.35,120,15.05,6,6,6,2.45,100,2500000,500,50,#FFCE00,720,720,FR,PAR,Alstom,Automated Rubber Heavy Metro,Heavy Metro,Western Europe,fr-2a,Automated Rubber Heavy Metro,Paris Metro Rubber - A,FALSE,13,50000,75000000,15000000,four-rail,Modern DC,Standard,Ultra-Narrow,500,50,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, fully automated version.",automated-rubber-heavy-metro-four-rail,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, fully automated version. The MP 05 is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2011. ",92.8
TRUE,MP 89 CC (PAR),Paris Metro Rubber- C,The MP 89 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 1997. ,19.4,1.34,1.34,120,15.00,5,6,1,2.45,100,2500000,550,55,#83C491,600,720,FR,PAR,Alstom,Rubber Heavy Metro,Heavy Metro,Western Europe,fr-2b,Rubber Heavy Metro,Paris Metro Rubber- C,FALSE,13,49000,74000000,14000000,four-rail,Modern DC,Standard,Ultra-Narrow,550,55,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, only partially automated version.",rubber-heavy-metro-four-rail,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, only partially automated version. The MP 89 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 1997. ",92.5
TRUE,MP 89 CA (PAR),Paris Metro Rubber - A,The MP 89 CA is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 1998. ,22.2,1.34,1.34,120,15.00,5,6,1,2.45,100,2500000,500,50,#C04191,600,720,FR,PAR,Alstom,Automated Rubber Heavy Metro,Heavy Metro,Western Europe,fr-2a,Automated Rubber Heavy Metro,Paris Metro Rubber - A,FALSE,13,50000,75000000,15000000,four-rail,Modern DC,Standard,Ultra-Narrow,500,50,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, fully automated version.",automated-rubber-heavy-metro-four-rail,"The Paris Metro's existing lines come in 4 different forms. This is the rubber wheel, fully automated version. The MP 89 CA is an automated rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 1998. ",92.5
TRUE,MRV (PAR),Paris Metro Line 18,The MRV is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Line 18 based on the Metropolis family. It has unique electrification. Some numbers are guesstimated since this set is not out yet.,27.8,1.10,1.20,141,15.00,3,4,1,2.50,80,2500000,450,45,#00A88F,423,564,FR,PAR,Alstom,Automated Heavy Metro,Heavy Metro,Western Europe,fr-3,Automated Heavy Metro,Paris Metro Line 18,FALSE,13,51000,76000000,16000000,tr-under,High Voltage DC,Standard,Narrow,450,45,"The Paris Metro is currently planning to build Line 18 to an entirely different standard from every other line, i.e. underruning third rail instead of overruninning, wider trains, and 1500V DC instead of 750. It will be automated at least.",automated-heavy-metro-tr-under,"The Paris Metro is currently planning to build Line 18 to an entirely different standard from every other line, i.e. underruning third rail instead of overruninning, wider trains, and 1500V DC instead of 750. It will be automated at least. The MRV is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Line 18 based on the Metropolis family. It has unique electrification. Some numbers are guesstimated since this set is not out yet.",62.5
TRUE,MR3V/MR6V (PAR),Rome Metro C,The MR3V/MR6V is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Lines 15-17 based on the Metropolis family. These three lines will built to more modern standards. Some numbers are guesstimated since this set is not out yet.,30.6,1.10,1.20,167,18.00,3,6,3,2.80,125,2500000,450,45,#B90845,501,1002,FR,PAR,Alstom,Automated Heavy Metro,Heavy Metro,Western Europe,it-1,Automated Heavy Metro,Rome Metro C,FALSE,13,51000,76000000,16000000,catenary,High Voltage DC,Standard,Metro Wide,450,45,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Line C.,automated-heavy-metro-catenary,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Line C. The MR3V/MR6V is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Lines 15-17 based on the Metropolis family. These three lines will built to more modern standards. Some numbers are guesstimated since this set is not out yet.,110.5
TRUE,Altéo (PAR),"Transilien Narrow DC, Transilien Narrow AC",The MI 2N Altéo is a double-decker EMU built by Alstom as part of their X'Trapolis family that has been in service on the French RER's line A since 1997. They were refurbrished from 2019-2021.,33.3,1.15,1.15,261,22.00,5,10,5,2.90,230,2500000,600,60,#E3051C,1305,2610,FR,PAR,Alstom,Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The MI 2N Altéo is a double-decker EMU built by Alstom as part of their X'Trapolis family that has been in service on the French RER's line A since 1997. They were refurbrished from 2019-2021.",222.5
TRUE,MI 09 (PAR),"Transilien Narrow DC, Transilien Narrow AC",The MI 09 is a double-decker EMU built by Alstom/Bombardier as part of their X'Trapolis family that has been in service on the French RER's Line A since 2011. ,33.3,1.00,1.15,260,22.00,5,10,5,2.90,230,2500000,600,60,#A80518,1300,2600,FR,PAR,Bombardier,Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The MI 09 is a double-decker EMU built by Alstom/Bombardier as part of their X'Trapolis family that has been in service on the French RER's Line A since 2011. ",222.5
TRUE,MI 79/84 (PAR),"Transilien Narrow DC, Transilien Narrow AC",The MI 79/84 is an EMU built by Alstom and SFB that has been in service on the French RER's Line B since 1981. ,38.9,1.00,1.10,210,26.00,4,8,4,2.80,230,2500000,600,60,#5291CE,840,1680,FR,PAR,"Alstom, SFB",Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The MI 79/84 is an EMU built by Alstom and SFB that has been in service on the French RER's Line B since 1981. ",210.5
TRUE,MI 20 (PAR),"Transilien Narrow DC, Transilien Narrow AC",The MI 20 is a mixed single-double decker EMU built by Alstom/Bombardier and CAF that will enter service on the French RER's line B in 2029. Width and acceleration taken from previous models due to lack of info.,33.3,1.00,1.10,153,14.86,7,14,7,2.80,230,2500000,600,60,#4072A0,1071,2142,FR,PAR,"Bombardier,CAF",Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The MI 20 is a mixed single-double decker EMU built by Alstom/Bombardier and CAF that will enter service on the French RER's line B in 2029. Width and acceleration taken from previous models due to lack of info.",210.5
